student_id,registration_number,name,semester,course,attendance_percentage,previous_cgpa,study_hours_per_day,assignments_completed,extracurricular_activities,performance_category,Do I have any backlogs?
"STU0447","231FA04447","Varshitha Iyer",6,"B.Tech AI & Data Science",79.4,4.95,2.4,59,3,"Needs Improvement","Yes"
"STU0448","231FA04448","Vikram Iyer",1,"B.Tech Information Technology",59.53,7.91,4.3,92,2,"Needs Improvement","No"
"STU0449","231FA04449","Yash Iyer",6,"B.Tech Information Technology",93.94,6.76,3.6,92,3,"Average","No"
"STU0450","231FA04450","Yamini Iyer",1,"B.Tech AI & Data Science",74.88,5.65,6.7,90,5,"Needs Improvement","Yes"
"STU0451","231FA04451","Aadhya Jain",8,"B.Tech Computer Science",83.17,7.93,2.7,72,2,"Good","No"
"STU0452","231FA04452","Aarav Jain",8,"B.Tech Computer Science",79.08,8.08,7.5,48,8,"Good","No"
"STU0453","231FA04453","Aarohi Jain",2,"B.Tech AI & Data Science",88.23,9.87,5.7,92,6,"Excellent","No"
"STU0454","231FA04454","Abhinav Jain",1,"B.Tech AI & Data Science",97.22,9.3,2.5,92,3,"Excellent","No"
"STU0455","231FA04455","Aditya Jain",1,"B.Tech Computer Science",74.7,6.61,6.4,39,1,"Average","Yes"
"STU0456","231FA04456","Akanksha Jain",4,"B.Tech Computer Science",56.79,8.3,6.1,94,2,"Needs Improvement","No"
"STU0457","231FA04457","Akhil Jain",6,"B.Tech Computer Science",80.23,7.03,4.9,70,0,"Average","No"
"STU0458","231FA04458","Akshara Jain",8,"B.Tech Computer Science",85.37,6.14,6.6,89,4,"Average","No"
"STU0459","231FA04459","Ananya Jain",2,"B.Tech Computer Science",97.32,6.76,6,94,2,"Average","No"
"STU0460","231FA04460","Anish Jain",1,"B.Tech Computer Science",96.36,8.27,1.9,65,0,"Good","No"
"STU0461","231FA04461","Anjali Jain",2,"B.Tech Computer Science",92.41,6.3,4.7,39,8,"Average","Yes"
"STU0462","231FA04462","Ankita Jain",7,"B.Tech Computer Science",69.62,6.94,6.9,54,1,"Needs Improvement","Yes"
"STU0463","231FA04463","Arjun Jain",6,"B.Tech AI & Data Science",97.2,9.86,1.5,48,1,"Good","Yes"
"STU0464","231FA04464","Bhavya Jain",8,"B.Tech Information Technology",71.16,5.91,1.2,100,3,"Needs Improvement","Yes"
"STU0465","231FA04465","Charan Jain",8,"B.Tech Information Technology",79.46,9.51,7,57,5,"Good","No"
"STU0466","231FA04466","Deepika Jain",7,"B.Tech AI & Data Science",76.88,8.08,3.5,67,0,"Average","No"
"STU0467","231FA04467","Divya Jain",6,"B.Tech AI & Data Science",79.83,7.12,3,94,0,"Average","No"
"STU0468","231FA04468","Gautham Jain",3,"B.Tech AI & Data Science",89.2,8.51,4.8,92,4,"Good","No"
"STU0469","231FA04469","Harini Jain",4,"B.Tech Information Technology",72.9,8.57,4.2,88,4,"Average","No"
"STU0470","231FA04470","Harsha Jain",4,"B.Tech AI & Data Science",87.06,7.83,5.6,36,2,"Good","No"
"STU0471","231FA04471","Hema Jain",1,"B.Tech Information Technology",61.58,8.54,1.7,79,8,"Needs Improvement","Yes"
"STU0472","231FA04472","Ishaan Jain",4,"B.Tech AI & Data Science",65.94,8.4,6.6,90,5,"Needs Improvement","No"
"STU0473","231FA04473","Jahnavi Jain",5,"B.Tech Information Technology",90.73,7.2,7.3,87,6,"Average","No"
"STU0474","231FA04474","Karthik Jain",2,"B.Tech Information Technology",76.74,4.84,3,47,5,"Needs Improvement","Yes"
"STU0475","231FA04475","Kavitha Jain",7,"B.Tech AI & Data Science",80.2,6.6,4.8,70,7,"Average","No"
"STU0476","231FA04476","Keerthi Jain",4,"B.Tech AI & Data Science",67.51,7.16,8.6,82,2,"Needs Improvement","No"
"STU0477","231FA04477","Krishna Jain",5,"B.Tech Computer Science",77.98,5.44,8.1,99,4,"Needs Improvement","No"
"STU0478","231FA04478","Lahari Jain",3,"B.Tech Computer Science",87.47,8.89,3.3,82,4,"Good","No"
"STU0479","231FA04479","Madhuri Jain",3,"B.Tech AI & Data Science",97.91,7.28,3.5,81,6,"Average","No"
"STU0480","231FA04480","Manasa Jain",6,"B.Tech AI & Data Science",95.87,8.57,4.7,89,6,"Good","No"
"STU0481","231FA04481","Monika Jain",1,"B.Tech AI & Data Science",95.41,4.86,7.5,82,3,"Needs Improvement","No"
"STU0482","231FA04482","Navya Jain",3,"B.Tech Information Technology",87.42,7.68,4.5,99,5,"Good","No"
"STU0483","231FA04483","Neha Jain",6,"B.Tech Information Technology",95.72,6.23,8.4,52,2,"Average","Yes"
"STU0484","231FA04484","Nikhil Jain",4,"B.Tech AI & Data Science",91.93,7.26,4.3,93,5,"Average","No"
"STU0485","231FA04485","Nithin Jain",8,"B.Tech Computer Science",57.48,6.1,5.4,37,6,"Needs Improvement","Yes"
"STU0486","231FA04486","Pavani Jain",5,"B.Tech AI & Data Science",89.14,8.61,5.8,78,0,"Good","No"
"STU0487","231FA04487","Pranavi Jain",4,"B.Tech AI & Data Science",81.49,9.18,4.8,83,1,"Good","No"
"STU0488","231FA04488","Rahul Jain",7,"B.Tech Information Technology",85.96,5.22,6.4,85,7,"Needs Improvement","No"
"STU0489","231FA04489","Rohit Jain",2,"B.Tech AI & Data Science",63.09,5.72,4.6,62,0,"Needs Improvement","Yes"
"STU0490","231FA04490","Sai Jain",2,"B.Tech Computer Science",61.93,9.85,7.4,66,0,"Needs Improvement","No"
"STU0491","231FA04491","Sanjana Jain",3,"B.Tech AI & Data Science",66.73,6.37,7.8,89,5,"Needs Improvement","Yes"
"STU0492","231FA04492","Sharvani Jain",7,"B.Tech Computer Science",90.1,8.11,3.4,58,8,"Good","No"
"STU0493","231FA04493","Sneha Jain",4,"B.Tech Computer Science",84.84,5.33,6.2,68,7,"Needs Improvement","No"
"STU0494","231FA04494","Sowmya Jain",6,"B.Tech Computer Science",94.77,7.1,1.2,90,4,"Average","No"
"STU0495","231FA04495","Sreeja Jain",8,"B.Tech AI & Data Science",77.84,7.9,7.2,39,0,"Average","No"
"STU0496","231FA04496","Tejas Jain",2,"B.Tech AI & Data Science",82.65,7.85,8.4,66,6,"Good","No"
"STU0497","231FA04497","Varshitha Jain",4,"B.Tech Computer Science",57.28,8.84,7.4,100,6,"Needs Improvement","No"
"STU0498","231FA04498","Vikram Jain",8,"B.Tech AI & Data Science",97.23,8.02,8.3,99,5,"Good","No"
"STU0499","231FA04499","Yash Jain",6,"B.Tech Computer Science",80.52,8,2.7,86,7,"Good","No"
"STU0500","231FA04500","Yamini Jain",5,"B.Tech AI & Data Science",96.61,5.88,4.3,99,6,"Needs Improvement","Yes"
"STU0501","231FA04501","Aadhya Kandulla",2,"B.Tech AI & Data Science",75.68,5.07,2.7,71,1,"Needs Improvement","Yes"
"STU0502","231FA04502","Aarav Kandulla",1,"B.Tech Computer Science",72.77,9.15,4.6,89,6,"Average","No"
"STU0503","231FA04503","Aarohi Kandulla",1,"B.Tech Information Technology",72.53,5.56,8.8,58,7,"Needs Improvement","Yes"
"STU0504","231FA04504","Abhinav Kandulla",1,"B.Tech Computer Science",59.9,9.7,4.9,91,3,"Needs Improvement","No"
"STU0505","231FA04505","Aditya Kandulla",6,"B.Tech Computer Science",56.26,8.99,3.5,58,1,"Needs Improvement","Yes"
"STU0506","231FA04506","Akanksha Kandulla",5,"B.Tech Computer Science",77.16,4.81,6.8,60,0,"Needs Improvement","Yes"
"STU0507","231FA04507","Akhil Kandulla",4,"B.Tech Information Technology",81.99,7.38,6.2,74,8,"Average","No"
"STU0508","231FA04508","Akshara Kandulla",8,"B.Tech Information Technology",87.12,9.24,7.3,100,1,"Good","No"
"STU0509","231FA04509","Ananya Kandulla",1,"B.Tech Information Technology",57,6.28,5.1,45,5,"Needs Improvement","Yes"
"STU0510","231FA04510","Anish Kandulla",3,"B.Tech AI & Data Science",80.62,5.87,2.7,62,8,"Needs Improvement","Yes"
"STU0511","231FA04511","Anjali Kandulla",8,"B.Tech Computer Science",62.78,9.24,3.7,67,0,"Needs Improvement","No"
"STU0512","231FA04512","Ankita Kandulla",2,"B.Tech Computer Science",59.76,8.24,8.7,71,1,"Needs Improvement","No"
"STU0513","231FA04513","Arjun Kandulla",1,"B.Tech Computer Science",64.64,7.91,3.8,48,7,"Needs Improvement","Yes"
"STU0514","231FA04514","Bhavya Kandulla",6,"B.Tech Information Technology",93.26,9.73,2.4,52,3,"Good","Yes"
"STU0515","231FA04515","Charan Kandulla",2,"B.Tech AI & Data Science",70.29,8.2,6.7,88,4,"Average","No"
"STU0516","231FA04516","Deepika Kandulla",2,"B.Tech Information Technology",67.35,4.99,5.8,50,5,"Needs Improvement","Yes"
"STU0517","231FA04517","Divya Kandulla",6,"B.Tech Computer Science",96.02,9.3,1.7,86,7,"Excellent","No"
"STU0518","231FA04518","Gautham Kandulla",6,"B.Tech AI & Data Science",80.81,9.04,1.2,86,0,"Good","No"
"STU0519","231FA04519","Harini Kandulla",7,"B.Tech Information Technology",95.35,9.27,3.5,100,3,"Excellent","No"
"STU0520","231FA04520","Harsha Kandulla",5,"B.Tech Computer Science",92.39,6.33,1.1,45,4,"Average","Yes"
"STU0521","231FA04521","Hema Kandulla",5,"B.Tech AI & Data Science",59.82,9.41,8.8,74,2,"Needs Improvement","No"
"STU0522","231FA04522","Ishaan Kandulla",4,"B.Tech Computer Science",56.91,8.08,7,74,7,"Needs Improvement","No"
"STU0523","231FA04523","Jahnavi Kandulla",5,"B.Tech Computer Science",97.1,7.86,5.8,66,6,"Good","No"
"STU0524","231FA04524","Karthik Kandulla",2,"B.Tech AI & Data Science",87.79,7.37,6.2,62,7,"Average","No"
"STU0525","231FA04525","Kavitha Kandulla",5,"B.Tech AI & Data Science",78.38,7.73,4.4,71,0,"Good","No"
"STU0526","231FA04526","Keerthi Kandulla",4,"B.Tech Information Technology",79.64,6.19,3.3,91,6,"Average","No"
"STU0527","231FA04527","Krishna Kandulla",1,"B.Tech AI & Data Science",98.97,5.36,7.9,85,1,"Needs Improvement","Yes"
"STU0528","231FA04528","Lahari Kandulla",2,"B.Tech AI & Data Science",82.58,6.64,7.5,40,2,"Average","No"
"STU0529","231FA04529","Madhuri Kandulla",5,"B.Tech Computer Science",71.14,9.62,1.7,48,2,"Average","Yes"
"STU0530","231FA04530","Manasa Kandulla",7,"B.Tech Computer Science",77.18,6.98,4.5,91,2,"Average","No"
"STU0531","231FA04531","Monika Kandulla",2,"B.Tech Information Technology",82.59,6.38,4.9,72,0,"Average","No"
"STU0532","231FA04532","Navya Kandulla",5,"B.Tech Information Technology",72.42,7.8,7.5,56,4,"Average","Yes"
"STU0533","231FA04533","Neha Kandulla",6,"B.Tech Information Technology",98.61,6.03,8,63,3,"Average","Yes"
"STU0534","231FA04534","Nikhil Kandulla",5,"B.Tech Computer Science",61.66,7.33,1.2,62,2,"Needs Improvement","Yes"
"STU0535","231FA04535","Nithin Kandulla",2,"B.Tech Computer Science",89.99,5.44,2.3,69,3,"Needs Improvement","Yes"
"STU0536","231FA04536","Pavani Kandulla",2,"B.Tech AI & Data Science",58.12,9.77,3.5,96,3,"Needs Improvement","No"
"STU0537","231FA04537","Pranavi Kandulla",5,"B.Tech Computer Science",73.2,5.57,5.1,52,4,"Needs Improvement","Yes"
"STU0538","231FA04538","Rahul Kandulla",5,"B.Tech AI & Data Science",58.07,5.37,1.7,98,5,"Needs Improvement","Yes"
"STU0539","231FA04539","Rohit Kandulla",6,"B.Tech Information Technology",61.41,8.13,4.5,53,1,"Needs Improvement","Yes"
"STU0540","231FA04540","Sai Kandulla",4,"B.Tech Computer Science",85.35,7.01,6,86,3,"Average","No"
"STU0541","231FA04541","Sanjana Kandulla",8,"B.Tech Information Technology",65.74,8.76,2.5,86,0,"Needs Improvement","Yes"
"STU0542","231FA04542","Sharvani Kandulla",8,"B.Tech Information Technology",62.85,5.07,7.3,93,5,"Needs Improvement","Yes"
"STU0543","231FA04543","Sneha Kandulla",3,"B.Tech AI & Data Science",60.73,6.28,7.1,35,4,"Needs Improvement","Yes"
"STU0544","231FA04544","Sowmya Kandulla",6,"B.Tech Information Technology",56.97,6.72,4.2,42,3,"Needs Improvement","Yes"
"STU0545","231FA04545","Sreeja Kandulla",7,"B.Tech AI & Data Science",59.21,8.08,4.9,84,0,"Needs Improvement","No"
"STU0546","231FA04546","Tejas Kandulla",6,"B.Tech AI & Data Science",58.97,7.29,8.4,77,3,"Needs Improvement","No"
"STU0547","231FA04547","Varshitha Kandulla",1,"B.Tech Computer Science",81.71,7.54,1.7,62,1,"Good","Yes"
"STU0548","231FA04548","Vikram Kandulla",1,"B.Tech Information Technology",57.77,4.82,5.8,54,6,"Needs Improvement","Yes"
"STU0549","231FA04549","Yash Kandulla",6,"B.Tech AI & Data Science",92.48,6.3,2.8,86,1,"Average","Yes"
"STU0550","231FA04550","Yamini Kandulla",2,"B.Tech AI & Data Science",63.84,9.21,2.2,57,0,"Needs Improvement","Yes"
"STU0551","231FA04551","Aadhya Kapoor",5,"B.Tech AI & Data Science",68,5.02,4.6,47,8,"Needs Improvement","Yes"
"STU0552","231FA04552","Aarav Kapoor",2,"B.Tech Computer Science",55.69,7.47,3.1,37,8,"Needs Improvement","Yes"
"STU0553","231FA04553","Aarohi Kapoor",3,"B.Tech Computer Science",91.43,4.81,7.6,67,6,"Needs Improvement","No"
"STU0554","231FA04554","Abhinav Kapoor",3,"B.Tech Computer Science",63.37,6.28,7.7,37,5,"Needs Improvement","Yes"
"STU0555","231FA04555","Aditya Kapoor",3,"B.Tech Computer Science",55.28,9.57,6.7,88,5,"Needs Improvement","No"
"STU0556","231FA04556","Akanksha Kapoor",8,"B.Tech Computer Science",71.82,4.83,4.7,88,6,"Needs Improvement","Yes"
"STU0557","231FA04557","Akhil Kapoor",5,"B.Tech AI & Data Science",87.8,7.98,7.8,83,2,"Good","No"
"STU0558","231FA04558","Akshara Kapoor",8,"B.Tech Computer Science",73.28,7.24,7.8,60,7,"Average","Yes"
"STU0559","231FA04559","Ananya Kapoor",3,"B.Tech AI & Data Science",81.97,7.96,4.9,36,3,"Good","No"
"STU0560","231FA04560","Anish Kapoor",7,"B.Tech Computer Science",84.71,6.91,2,49,7,"Average","Yes"
"STU0561","231FA04561","Anjali Kapoor",5,"B.Tech Information Technology",57.44,5.15,2.9,36,4,"Needs Improvement","Yes"
"STU0562","231FA04562","Ankita Kapoor",1,"B.Tech Computer Science",92.81,6.86,4.3,100,0,"Average","No"
"STU0563","231FA04563","Arjun Kapoor",4,"B.Tech AI & Data Science",84.09,5.85,8.4,70,3,"Needs Improvement","Yes"
"STU0564","231FA04564","Bhavya Kapoor",4,"B.Tech Information Technology",97.33,5.14,5.6,57,2,"Needs Improvement","Yes"
"STU0565","231FA04565","Charan Kapoor",4,"B.Tech AI & Data Science",86.16,6.16,3.5,54,7,"Average","Yes"
"STU0566","231FA04566","Deepika Kapoor",5,"B.Tech Information Technology",63.03,6.5,1.3,38,1,"Needs Improvement","Yes"
"STU0567","231FA04567","Divya Kapoor",8,"B.Tech AI & Data Science",86.51,9.53,4.5,47,1,"Good","No"
"STU0568","231FA04568","Gautham Kapoor",3,"B.Tech AI & Data Science",79.76,9.22,2.4,56,3,"Good","Yes"
"STU0569","231FA04569","Harini Kapoor",4,"B.Tech Computer Science",61.12,5.82,1.9,73,8,"Needs Improvement","Yes"
"STU0570","231FA04570","Harsha Kapoor",5,"B.Tech Computer Science",64.41,6.04,4.8,89,3,"Needs Improvement","Yes"
"STU0571","231FA04571","Hema Kapoor",8,"B.Tech AI & Data Science",66.76,6.04,4.8,100,4,"Needs Improvement","Yes"
"STU0572","231FA04572","Ishaan Kapoor",3,"B.Tech AI & Data Science",90.43,8.21,5.2,88,3,"Good","No"
"STU0573","231FA04573","Jahnavi Kapoor",3,"B.Tech AI & Data Science",98.84,9.18,4.1,51,6,"Good","No"
"STU0574","231FA04574","Karthik Kapoor",1,"B.Tech Information Technology",94.49,9.23,4.2,83,8,"Excellent","No"
"STU0575","231FA04575","Kavitha Kapoor",7,"B.Tech Computer Science",96.51,9.45,8.4,43,1,"Good","No"
"STU0576","231FA04576","Keerthi Kapoor",4,"B.Tech Computer Science",86.32,7.76,1.1,41,7,"Good","Yes"
"STU0577","231FA04577","Krishna Kapoor",5,"B.Tech AI & Data Science",76.55,8.67,7.6,99,8,"Average","No"
"STU0578","231FA04578","Lahari Kapoor",4,"B.Tech AI & Data Science",81.71,6.45,1.3,86,2,"Average","Yes"
"STU0579","231FA04579","Madhuri Kapoor",2,"B.Tech Computer Science",82.8,8.71,1.5,61,8,"Good","Yes"
"STU0580","231FA04580","Manasa Kapoor",1,"B.Tech AI & Data Science",86.74,8.38,6.8,67,1,"Good","No"
"STU0581","231FA04581","Monika Kapoor",8,"B.Tech Information Technology",95.24,6.45,2.7,68,6,"Average","Yes"
"STU0582","231FA04582","Navya Kapoor",1,"B.Tech Information Technology",70.23,9.62,8.9,47,3,"Average","Yes"
"STU0583","231FA04583","Neha Kapoor",4,"B.Tech AI & Data Science",89.31,9.75,2.4,75,8,"Good","No"
"STU0584","231FA04584","Nikhil Kapoor",7,"B.Tech Information Technology",73.52,6.26,4.1,56,4,"Average","Yes"
"STU0585","231FA04585","Nithin Kapoor",2,"B.Tech Computer Science",72.72,4.95,1.9,83,7,"Needs Improvement","Yes"
"STU0586","231FA04586","Pavani Kapoor",7,"B.Tech Information Technology",78.26,9.4,7.2,81,4,"Good","No"
"STU0587","231FA04587","Pranavi Kapoor",7,"B.Tech Information Technology",69.29,5.51,6.7,73,4,"Needs Improvement","Yes"
"STU0588","231FA04588","Rahul Kapoor",3,"B.Tech Computer Science",78.33,7.57,8.9,58,1,"Good","No"
"STU0589","231FA04589","Rohit Kapoor",2,"B.Tech Information Technology",98.98,7.19,5.2,65,3,"Average","No"
"STU0590","231FA04590","Sai Kapoor",2,"B.Tech Information Technology",83.25,7.76,1.2,95,1,"Good","No"
"STU0591","231FA04591","Sanjana Kapoor",8,"B.Tech Information Technology",87.1,8.54,2.1,52,0,"Good","Yes"
"STU0592","231FA04592","Sharvani Kapoor",1,"B.Tech Information Technology",60.75,8.18,1.2,40,5,"Needs Improvement","Yes"
"STU0593","231FA04593","Sneha Kapoor",8,"B.Tech Computer Science",82.81,6.47,8.7,64,0,"Average","Yes"
"STU0594","231FA04594","Sowmya Kapoor",7,"B.Tech AI & Data Science",71.09,5.83,3,47,2,"Needs Improvement","Yes"
"STU0595","231FA04595","Sreeja Kapoor",7,"B.Tech AI & Data Science",66.34,8.92,7.6,89,7,"Needs Improvement","No"
"STU0596","231FA04596","Tejas Kapoor",1,"B.Tech Information Technology",71.27,5.73,2.1,43,6,"Needs Improvement","Yes"
"STU0597","231FA04597","Varshitha Kapoor",1,"B.Tech Information Technology",95.32,7.33,5.9,36,5,"Average","No"
"STU0598","231FA04598","Vikram Kapoor",3,"B.Tech Information Technology",98.18,7.85,4.6,37,3,"Good","No"
"STU0599","231FA04599","Yash Kapoor",5,"B.Tech Computer Science",60.52,5.87,3.3,63,6,"Needs Improvement","Yes"
"STU0600","231FA04600","Yamini Kapoor",2,"B.Tech Information Technology",85.77,5.55,1.2,85,0,"Needs Improvement","Yes"
"STU0601","231FA04601","Aadhya Kodali",1,"B.Tech Information Technology",86.14,9.17,7.8,95,2,"Good","No"
"STU0602","231FA04602","Aarav Kodali",5,"B.Tech Information Technology",82.11,8.07,6.6,92,5,"Good","No"
"STU0603","231FA04603","Aarohi Kodali",6,"B.Tech Information Technology",64.13,8.11,1.9,36,5,"Needs Improvement","Yes"
"STU0604","231FA04604","Abhinav Kodali",3,"B.Tech Information Technology",79.17,8.51,3.2,57,0,"Good","No"
"STU0605","231FA04605","Aditya Kodali",4,"B.Tech AI & Data Science",61.03,9.6,4.7,98,1,"Needs Improvement","No"
"STU0606","231FA04606","Akanksha Kodali",2,"B.Tech Computer Science",78.08,7.08,7.7,94,8,"Average","No"
"STU0607","231FA04607","Akhil Kodali",4,"B.Tech Information Technology",84.7,5.19,2.4,51,0,"Needs Improvement","Yes"
"STU0608","231FA04608","Akshara Kodali",4,"B.Tech AI & Data Science",70.82,5.49,2.6,90,7,"Needs Improvement","Yes"
"STU0609","231FA04609","Ananya Kodali",8,"B.Tech AI & Data Science",69.56,9.63,5.1,35,5,"Needs Improvement","Yes"
"STU0610","231FA04610","Anish Kodali",5,"B.Tech AI & Data Science",93.38,7.35,2.5,42,6,"Average","Yes"
"STU0611","231FA04611","Anjali Kodali",8,"B.Tech Information Technology",85.53,7.91,5,80,1,"Good","No"
"STU0612","231FA04612","Ankita Kodali",7,"B.Tech Information Technology",85.04,6.93,7.8,71,8,"Average","No"
"STU0613","231FA04613","Arjun Kodali",2,"B.Tech Computer Science",80.22,6.42,8.2,36,4,"Average","Yes"
"STU0614","231FA04614","Bhavya Kodali",4,"B.Tech AI & Data Science",57.4,6.24,2.9,99,0,"Needs Improvement","Yes"
"STU0615","231FA04615","Charan Kodali",6,"B.Tech AI & Data Science",58.57,9.52,2.2,76,6,"Needs Improvement","Yes"
"STU0616","231FA04616","Deepika Kodali",8,"B.Tech Computer Science",56.88,6.48,5.8,95,5,"Needs Improvement","Yes"
"STU0617","231FA04617","Divya Kodali",3,"B.Tech Computer Science",80.09,7.93,8.9,52,1,"Good","No"
"STU0618","231FA04618","Gautham Kodali",3,"B.Tech AI & Data Science",95.02,9.77,5.7,45,0,"Good","No"
"STU0619","231FA04619","Harini Kodali",3,"B.Tech AI & Data Science",80.38,5.25,8,83,4,"Needs Improvement","No"
"STU0620","231FA04620","Harsha Kodali",5,"B.Tech Information Technology",88.68,5.31,5.1,38,5,"Needs Improvement","Yes"
"STU0621","231FA04621","Hema Kodali",6,"B.Tech Information Technology",83.1,8.27,7.2,55,3,"Good","No"
"STU0622","231FA04622","Ishaan Kodali",1,"B.Tech Computer Science",79.02,8.75,2.5,57,7,"Good","Yes"
"STU0623","231FA04623","Jahnavi Kodali",4,"B.Tech AI & Data Science",71.1,5.69,4.6,99,2,"Needs Improvement","Yes"
"STU0624","231FA04624","Karthik Kodali",6,"B.Tech Information Technology",58.79,7.72,8.7,60,8,"Needs Improvement","Yes"
"STU0625","231FA04625","Kavitha Kodali",3,"B.Tech Information Technology",61.59,5.01,7.2,89,4,"Needs Improvement","Yes"
"STU0626","231FA04626","Keerthi Kodali",5,"B.Tech Information Technology",67.99,5.87,2.5,72,8,"Needs Improvement","Yes"
"STU0627","231FA04627","Krishna Kodali",8,"B.Tech Information Technology",59.47,7.98,8,90,3,"Needs Improvement","No"
"STU0628","231FA04628","Lahari Kodali",6,"B.Tech Computer Science",82.04,9.34,3.4,65,2,"Good","No"
"STU0629","231FA04629","Madhuri Kodali",2,"B.Tech Information Technology",60.24,8.78,4.6,61,5,"Needs Improvement","Yes"
"STU0630","231FA04630","Manasa Kodali",6,"B.Tech AI & Data Science",59.38,7.86,8,80,1,"Needs Improvement","No"
"STU0631","231FA04631","Monika Kodali",2,"B.Tech AI & Data Science",72.47,9.45,6,87,8,"Average","No"
"STU0632","231FA04632","Navya Kodali",5,"B.Tech Computer Science",97.97,6.32,7.3,38,7,"Average","Yes"
"STU0633","231FA04633","Neha Kodali",4,"B.Tech Computer Science",76.08,6.37,4.1,59,0,"Average","Yes"
"STU0634","231FA04634","Nikhil Kodali",4,"B.Tech Information Technology",57.64,9.45,8.9,56,5,"Needs Improvement","Yes"
"STU0635","231FA04635","Nithin Kodali",6,"B.Tech AI & Data Science",61.27,7.27,8.3,42,8,"Needs Improvement","Yes"
"STU0636","231FA04636","Pavani Kodali",2,"B.Tech AI & Data Science",98.95,7.73,7.9,59,7,"Good","No"
"STU0637","231FA04637","Pranavi Kodali",7,"B.Tech Computer Science",81.65,7.6,6.8,69,3,"Good","No"
"STU0638","231FA04638","Rahul Kodali",1,"B.Tech Information Technology",97.21,6.79,4.4,69,7,"Average","No"
"STU0639","231FA04639","Rohit Kodali",3,"B.Tech Information Technology",83.51,6.7,7.4,70,0,"Average","No"
"STU0640","231FA04640","Sai Kodali",4,"B.Tech AI & Data Science",89.08,5.92,7.5,60,5,"Needs Improvement","Yes"
"STU0641","231FA04641","Sanjana Kodali",2,"B.Tech Information Technology",80.32,8.39,2.6,39,3,"Good","Yes"
"STU0642","231FA04642","Sharvani Kodali",3,"B.Tech AI & Data Science",71.78,7.92,3.7,47,6,"Average","Yes"
"STU0643","231FA04643","Sneha Kodali",4,"B.Tech AI & Data Science",55.32,5.04,3.5,71,4,"Needs Improvement","Yes"
"STU0644","231FA04644","Sowmya Kodali",7,"B.Tech AI & Data Science",80.04,9.82,6.9,53,8,"Good","No"
"STU0645","231FA04645","Sreeja Kodali",5,"B.Tech Information Technology",69.11,6.11,7.2,51,0,"Needs Improvement","Yes"
"STU0646","231FA04646","Tejas Kodali",4,"B.Tech AI & Data Science",77.59,9.85,1.6,52,1,"Average","Yes"
"STU0647","231FA04647","Varshitha Kodali",8,"B.Tech Information Technology",84.08,9.87,7.2,74,0,"Good","No"
"STU0648","231FA04648","Vikram Kodali",3,"B.Tech Information Technology",74.62,9.1,6.5,42,0,"Average","Yes"
"STU0649","231FA04649","Yash Kodali",3,"B.Tech Computer Science",78.14,7.79,4,61,5,"Good","No"
"STU0650","231FA04650","Yamini Kodali",6,"B.Tech Computer Science",63.15,9.6,2.1,64,0,"Needs Improvement","Yes"
"STU0651","231FA04651","Aadhya Kumar",7,"B.Tech Information Technology",59.16,9.75,7,83,0,"Needs Improvement","No"
"STU0652","231FA04652","Aarav Kumar",8,"B.Tech Computer Science",62.36,9.81,7.9,91,3,"Needs Improvement","No"
"STU0653","231FA04653","Aarohi Kumar",5,"B.Tech AI & Data Science",70.22,6.47,5.2,40,0,"Average","Yes"
"STU0654","231FA04654","Abhinav Kumar",3,"B.Tech Information Technology",79.93,9.09,7.9,66,5,"Good","No"
"STU0655","231FA04655","Aditya Kumar",5,"B.Tech Computer Science",86.86,9.76,1.6,69,3,"Good","No"
"STU0656","231FA04656","Akanksha Kumar",8,"B.Tech AI & Data Science",74.59,8.65,5.5,78,7,"Average","No"
"STU0657","231FA04657","Akhil Kumar",4,"B.Tech Information Technology",88.37,5.84,3.1,76,5,"Needs Improvement","Yes"
"STU0658","231FA04658","Akshara Kumar",6,"B.Tech Computer Science",82.65,8.59,3.7,53,1,"Good","No"
"STU0659","231FA04659","Ananya Kumar",1,"B.Tech AI & Data Science",71.42,5.69,6.3,99,4,"Needs Improvement","Yes"
"STU0660","231FA04660","Anish Kumar",7,"B.Tech Information Technology",80.89,7.77,3.2,48,0,"Good","No"
"STU0661","231FA04661","Anjali Kumar",7,"B.Tech Computer Science",76.3,6.52,5.5,88,8,"Average","No"
"STU0662","231FA04662","Ankita Kumar",2,"B.Tech Information Technology",73.81,4.81,7,92,2,"Needs Improvement","Yes"
"STU0663","231FA04663","Arjun Kumar",3,"B.Tech Information Technology",93.12,5.06,4.6,43,6,"Needs Improvement","Yes"
"STU0664","231FA04664","Bhavya Kumar",2,"B.Tech AI & Data Science",81.1,8.85,8.4,82,2,"Good","No"
"STU0665","231FA04665","Charan Kumar",4,"B.Tech Information Technology",61.23,7.14,6.4,37,2,"Needs Improvement","Yes"
"STU0666","231FA04666","Deepika Kumar",1,"B.Tech Computer Science",59.66,9.01,4.4,91,7,"Needs Improvement","No"
"STU0667","231FA04667","Divya Kumar",3,"B.Tech AI & Data Science",67.5,9.89,5.6,73,8,"Needs Improvement","No"
"STU0668","231FA04668","Gautham Kumar",5,"B.Tech AI & Data Science",90.88,9.84,4.6,42,3,"Good","No"
"STU0669","231FA04669","Harini Kumar",4,"B.Tech AI & Data Science",72,9.37,8.5,43,5,"Average","Yes"
